"Var1","Var2","value"
"설경구","한영수",1
"이미숙","한영수",1
"공형진","한영수",1
"조원희","한영수",1
"안진수","한영수",1
"오희찬","한영수",1
"김경진","한영수",1
"이무정","한영수",1
"신정근","오지호",1
"송옥숙","유오성",1
"김기천","유오성",1
"심은경","유오성",1
"기주봉","유오성",1
"강성진","유지태",1
"정은표","유지태",1
"하지원","유지태",1
"김수로","유지태",1
"정준","유지태",1
"윤진서","유지태",1
"강혜정","유지태",1
"이주실","유지태",1
"오태경","유지태",1
"김혜나","유지태",1
"최덕문","유지태",1
"강신성일","이미연",1
"이정재","이미연",1
"윤지혜","이미연",1
"이대연","이미연",1
"조희봉","이범수",1
"전미선","이범수",1
"고소영","이범수",1
"김인권","이범수",1
"이정재","이범수",1
"정준호","이범수",1
"이경영","이범수",1
"정우성","이범수",1
"김주혁","이범수",1
"박철민","이범수",1
"조원희","이범수",1
"안길강","이범수",1
"신정근","이범수",1
"우현","이범수",1
"김병옥","이범수",1
"장혁","이범수",1
"권상우","이범수",1
"고창석","이범수",1
"손창민","이범수",1
"김중기","이범수",1
"봉태규","이범수",1
"진용욱","이범수",1
"안내상","이범수",1
"조안","이범수",1
"김뢰하","이범수",1
"이한위","이범수",1
"변희봉","이범수",1
"배성우","이병헌",1
"조우진","이병헌",1
"이엘","이병헌",1
"김의성","이병헌",1
"김태우","이병헌",1
"송강호","이병헌",1
"전도연","이병헌",1
"송옥숙","이병헌",1
"이경영","이병헌",1
"백윤식","이병헌",1
"김대명","이병헌",1
"김일우","이병헌",1
"오달수","이병헌",1
"김홍파","이병헌",1
"최학락","이병헌",1
"문창길","이병헌",1
"김병옥","이병헌",1
"조승우","이병헌",1
"조재윤","이병헌",1
"정선경","이병헌",1
"송영창","이병헌",1
"권용운","이병헌",1
"남일우","이병헌",1
"정만식","이병헌",1
"이대연","이병헌",1
"박진우","이병헌",1
"설경구","김지영",1
"박중훈","김지영",1
"송재호","김지영",1
"강동원","김지영",1
"양택조","김지영",1
"유준상","김지영",1
"이대근","김지영",1
"류덕환","김지영",1
"이한위","김지영",1
"정은표","이재은",1
"김해숙","이정재",1
"김의성","이정재",1
"김혜수","이정재",1
"이미연","이정재",1
"이범수","이정재",1
"전지현","이정재",1
"정준호","이정재",1
"주진모-1","이정재",1
"박철민","이정재",1
"조원희","이정재",1
"오달수","이정재",1
"김홍파","이정재",1
"김병옥","이정재",1
"김윤석","이정재",1
"김윤성","이정재",1
"정규수","이정재",1
"김중기","이정재",1
"최덕문","이정재",1
"진용욱","이정재",1
"동방우","이정현",1
"이해영","이정현",1
"강신성일","윤일봉",1
"진봉진","윤일봉",1
"김갑수","이호재",1
"신현준","이호재",1
"전무송","이호재",1
"차승원","이호재",1
"최민수","이호재",1
"정경순","이호재",1
"정보석","이대로",1
"박진희","이대로",1
"김경란","이대로",1
"나갑성","이대로",1
"국정환","이대로",1
"안병경","이대로",1
"문미봉","이대로",1
"김희원","임창정",1
"김수미","임창정",1
"하지원","임창정",1
"양택조","임창정",1
"이경영","임창정",1
"김인문","임창정",1
"남정희","임창정",1
"우현","임창정",1
"김정팔","임창정",1
"신이","임창정",1
"박용팔","임창정",1
"최성국","임창정",1
"엄지원","임창정",1
"안내상","임창정",1
"서영희","임창정",1
"주현","임창정",1
"김새론","임하룡",1
"조덕현","임하룡",1
"마동석","임하룡",1
"김희원","장동건",1
"조우진","장동건",1
"김인권","장동건",1
"천호진","장동건",1
"이영란","장동건",1
"김정학","장동건",1
"기주봉","장동건",1
"전배수","장동건",1
"동방우","장진영",1
"김태우","전도연",1
"이병헌","전도연",1
"이경영","전도연",1
"김영민","전도연",1
"김광규","전도연",1
"이도경","전도연",1
"김혜옥","전도연",1
"방은희","전무송",1
"이호재","전무송",1
"최민수","전무송",1
"송옥숙","전무송",1
"양택조","전무송",1
"이경영","전무송",1
"박근형","전무송",1
"박철민","전무송",1
"이성훈","전무송",1
"김형자","전무송",1
"김세준","전무송",1
"김해숙","전지현",1
"김혜수","전지현",1
"박신양","전지현",1
"이정재","전지현",1
"이경영","전지현",1
"오달수","전지현",1
"김윤석","전지현",1
"하정우","전지현",1
"최덕문","전지현",1
"배종옥","정보석",1
"이해룡","정보석",1
"이대로","정보석",1
"황신혜","정보석",1
"송옥숙","정보석",1
"최종원","정보석",1
"김경란","정보석",1
"장정국","정보석",1
"정선경","정보석",1
"박용팔","정보석",1
"문미봉","정보석",1
"유지태","정은표",1
"이재은","정은표",1
"박광정","정은표",1
"동방우","정은표",1
"엄춘배","정은표",1
"윤주상","정은표",1
"강신일","정준호",1
"김상중","정준호",1
"이범수","정준호",1
"이정재","정준호",1
"정운택","정준호",1
"정웅인","정준호",1
"박근형","정준호",1
"박철민","정준호",1
"조원희","정준호",1
"김병옥","정준호",1
"정규수","정준호",1
"박상욱","정준호",1
"김중기","정준호",1
"진용욱","정준호",1
"신현준","정진영",1
"이경영","정진영",1
"주진모-1","정진영",1
"김영재","정진영",1
"추귀정","정진영",1
"유승목","정진영",1
"김민재","정진영",1
"신정근","정진영",1
"고창석","정진영",1
"유해진","정진영",1
"이문식","정진영",1
"이원종","정진영",1
"정규수","정진영",1
"송영창","정진영",1
"김중기","정진영",1
"정만식","정진영",1
"윤주상","정진영",1
"기주봉","정진영",1
"류승수","정진영",1
"전배수","정진영",1
"정석용","정진영",1
"유순철","조재현",1
"안성기","조재현",1
"차인표","조재현",1
"김일우","조재현",1
"손민석","조재현",1
"최종원","조재현",1
"정경호-1","조재현",1
"권태원","조재현",1
"주상호","조재현",1
"박부양","조재현",1
"이준혁","조재현",1
"최덕문","조재현",1
"기주봉","조재현",1
"이한위","조재현",1
"라미란","조재현",1
"기주봉","주진모-2",1
"임현식","주진모-2",1
"심혜진","진희경",1
"이경영","진희경",1
"최학락","진희경",1
"이엘","차승원",1
"강성진","차승원",1
"김승우","차승원",1
"김인권","차승원",1
"송윤아","차승원",1
"이호재","차승원",1
"박광정","차승원",1
"이성재","차승원",1
"동방우","차승원",1
"김응수","차승원",1
"이재구","차승원",1
"성지루","차승원",1
"유해진","차승원",1
"정인기","차승원",1
"오정세","차승원",1
"정규수","차승원",1
"송영창","차승원",1
"류승룡","차승원",1
"이해영","차승원",1
"이한위","차승원",1
"변희봉","차승원",1
"조희봉","천호진",1
"황정민-1","천호진",1
"조영진","천호진",1
"손종학","천호진",1
"김혜수","천호진",1
"장동건","천호진",1
"김수로","천호진",1
"이정헌","천호진",1
"백윤식","천호진",1
"김성균","천호진",1
"김기천","천호진",1
"마동석","천호진",1
"조상건","천호진",1
"유해진","천호진",1
"송영창","천호진",1
"김시후","천호진",1
"정만식","천호진",1
"조달환","천호진",1
"류승수","천호진",1
"유아인","천호진",1
"박광정","추상미",1
"이호재","최민수",1
"전무송","최민수",1
"양택조","최민수",1
"엄정화","최민수",1
"오달수","최민식",1
"권태원","최민식",1
"김홍파","최민식",1
"김병옥","최민식",1
"조진웅","최민식",1
"문소리","최민식",1
"곽도원","최민식",1
"조한철","최민식",1
"라미란","최민식",1
"박신양","최진실",1
"이경영","최진실",1
"조선묵","최진실",1
"김일우","최진실",1
"최종원","최진실",1
"권병길","최진실",1
"조주미","최진실",1
"권용운","최진실",1
"김원해","하지원",1
"김인권","하지원",1
"송재호","하지원",1
"안성기","하지원",1
"유지태","하지원",1
"임창정","하지원",1
"박정학","하지원",1
"박철민","하지원",1
"도용구","하지원",1
"오정세","하지원",1
"엄정화","하지원",1
"성병숙","하지원",1
"전혜진","하지원",1
"김유정","하지원",1
"강예원","하지원",1
"이한위","하지원",1
"주현","하지원",1
"안성기","황신혜",1
"정보석","황신혜",1
"윤문식","황신혜",1
"손종학","강동원",1
"박종환","강동원",1
"김의성","강동원",1
"김지영","강동원",1
"주진모-1","강동원",1
"김성균","강동원",1
"김응수","강동원",1
"이천희","강동원",1
"도용구","강동원",1
"김병옥","강동원",1
"김윤석","강동원",1
"이성민","강동원",1
"송영창","강동원",1
"한효주","강동원",1
"조영진","곽자형",1
"허성태","곽자형",1
"백현진","곽자형",1
"마동석","곽자형",1
"박해일","곽자형",1
"김수로","김영옥",1
"김정은","김영옥",1
"김혜옥","김영옥",1
"김인권","권현상",1
"권태원","권현상",1
"조희봉","김수로",1
"장항선","김수로",1
"이칸희","김수로",1
"문정희","김수로",1
"강성진","김수로",1
"송강호","김수로",1
"유지태","김수로",1
"천호진","김수로",1
"김영옥","김수로",1
"박상면","김수로",1
"정준","김수로",1
"이성재","김수로",1
"조덕현","김수로",1
"김인문","김수로",1
"김기천","김수로",1
"김병옥","김수로",1
"임형준","김수로",1
"신민아","김수로",1
"임원희","김수로",1
"이준혁","김수로",1
"장영남","김수로",1
"이원종","김수로",1
"정규수","김수로",1
"송영창","김수로",1
"박영규","김수로",1
"신구","김수로",1
"류승수","김수로",1
"오광록","김수로",1
"변희봉","김수로",1
"황정민-1","류승범",1
"안지혜","류승범",1
"신하균","류승범",1
"안성기","류승범",1
"성동일","류승범",1
"김강우","류승범",1
"오달수","류승범",1
"김수현","류승범",1
"최무성","류승범",1
"오정세","류승범",1
"박해일","류승범",1
"김서형","류승범",1
"정만식","류승범",1
"기주봉","류승범",1
"김뢰하","류승범",1
"송새벽","류승범",1
"류현경","류승범",1
"강성진","박상면",1
"김수로","박상면",1
"정준","박상면",1
"김인문","박상면",1
"공정환","박상면",1
"이원종","박상면",1
"박영규","박상면",1
"유지태","정준",1
"김수로","정준",1
"박상면","정준",1
"김갑수","안석환",1
"문성근","안석환",1
"신현준","안석환",1
"이경영","안석환",1
"오지혜","안석환",1
"동방우","안석환",1
"류태호","안석환",1
"박철민","안석환",1
"민경진","안석환",1
"허준호","안석환",1
"박충선","안석환",1
"홍석연","안석환",1
"배종옥","송옥숙",1
"유오성","송옥숙",1
"이병헌","송옥숙",1
"전무송","송옥숙",1
"정보석","송옥숙",1
"김일우","송옥숙",1
"최주봉","송옥숙",1
"차태현","송옥숙",1
"정선경","송옥숙",1
"엄춘배","송옥숙",1
"박용팔","송옥숙",1
"남포동","송옥숙",1
"한영수","이미숙",1
"조원희","이미숙",1
"김민희","이미숙",1
"정원중","박광정",1
"김민종","박광정",1
"문성근","박광정",1
"정은표","박광정",1
"차승원","박광정",1
"추상미","박광정",1
"이경영","박광정",1
"동방우","박광정",1
"이두일","박광정",1
"권해효","박광정",1
"허준호","박광정",1
"권용운","박광정",1
"오정세","이솜",1
"박혁권","이솜",1
"류덕환","이솜",1
"윤여정","이솜",1
"안성기","박용수",1
"이얼","박용수",1
"박원상","박용수",1
"박길수","박용수",1
"윤주상","박용수",1
"손병호","박용수",1
"장항선","이정헌",1
"설경구","이정헌",1
"강성진","이정헌",1
"천호진","이정헌",1
"조덕현","이정헌",1
"조희봉","성동일",1
"정원중","성동일",1
"배성우","성동일",1
"조우진","성동일",1
"김영애","성동일",1
"박용우","성동일",1
"박인환","성동일",1
"류승범","성동일",1
"김상호","성동일",1
"주진모-1","성동일",1
"김구택","성동일",1
"박근형","성동일",1
"김응수","성동일",1
"차태현","성동일",1
"박수영","성동일",1
"김기천","성동일",1
"김민재","성동일",1
"전수경","성동일",1
"김정태","성동일",1
"남명렬","성동일",1
"권상우","성동일",1
"조재윤","성동일",1
"고창석","성동일",1
"유해진","성동일",1
"정인기","성동일",1
"박혁권","성동일",1
"오대환","성동일",1
"박병은","성동일",1
"장광","성동일",1
"김성령","성동일",1
"하정우","성동일",1
"전혜진","성동일",1
"고아성","성동일",1
"김유정","성동일",1
"정만식","성동일",1
"나문희","성동일",1
"서영희","성동일",1
"이한위","성동일",1
"김향기","성동일",1
"이용이","심이영",1
"이재구","심이영",1
"이대로","박진희",1
"최원영","박진희",1
"박중훈","김보성",1
"최진영","김보성",1
"안성기","김보성",1
"이경영","김보성",1
"최주봉","김보성",1
"최종원","김보성",1
"국정환","김보성",1
"허준호","김보성",1
"독고영재","김보성",1
"박준규","김보성",1
"김세준","김보성",1
"남포동","김보성",1
"김승우","양택조",1
"문성근","양택조",1
"박인환","양택조",1
"박중훈","양택조",1
"방은희","양택조",1
"강신성일","양택조",1
"이해룡","양택조",1
"김지영","양택조",1
"임창정","양택조",1
"전무송","양택조",1
"최민수","양택조",1
"이경영","양택조",1
"조선묵","양택조",1
"김일우","양택조",1
"최주봉","양택조",1
"박근형","양택조",1
"김기주","양택조",1
"최종원","양택조",1
"김인문","양택조",1
"권병길","양택조",1
"이승훈","양택조",1
"안진수","양택조",1
"이인옥","양택조",1
"김성수","양택조",1
"국정환","양택조",1
"장정국","양택조",1
"정영국","양택조",1
"유연실","양택조",1
"독고영재","양택조",1
"조형기","양택조",1
"이대근","양택조",1
"최동준","양택조",1
"송금식","양택조",1
"권용운","양택조",1
"주호성","양택조",1
"김형자","양택조",1
"이무정","양택조",1
"한태일","양택조",1
"박용팔","양택조",1
"남포동","양택조",1
"조희봉","이경영",1
"이다윗","이경영",1
"황정민-1","이경영",1
"김소진","이경영",1
"설경구","이경영",1
"김희원","이경영",1
"강신일","이경영",1
"배성우","이경영",1
"진선규","이경영",1
"김무열","이경영",1
"조우진","이경영",1
"유연석","이경영",1
"강진아","이경영",1
"이승준","이경영",1
"이엘","이경영",1
"하유미","이경영",1
"강수연","이경영",1
"김원해","이경영",1
"김민종","이경영",1
"김영애","이경영",1
"김의성","이경영",1
"김인권","이경영",1
"김태우","이경영",1
"문성근","이경영",1
"박인환","이경영",1
"박중훈","이경영",1
"한석규","이경영",1
"심혜진","이경영",1
"안성기","이경영",1
"이범수","이경영",1
"이병헌","이경영",1
"임창정","이경영",1
"전도연","이경영",1
"전무송","이경영",1
"전지현","이경영",1
"정진영","이경영",1
"진희경","이경영",1
"최진실","이경영",1
"안석환","이경영",1
"박광정","이경영",1
"김보성","이경영",1
"양택조","이경영",1
"백윤식","이경영",1
"조선묵","이경영",1
"박원상","이경영",1
"동방우","이경영",1
"김상호","이경영",1
"김대명","이경영",1
"권해효","이경영",1
"김일우","이경영",1
"주진모-1","이경영",1
"김성균","이경영",1
"김수안","이경영",1
"조덕현","이경영",1
"이동휘","이경영",1
"최종원","이경영",1
"김영재","이경영",1
"박철민","이경영",1
"김보연","이경영",1
"박수영","이경영",1
"진경","이경영",1
"오달수","이경영",1
"김기천","이경영",1
"김홍파","이경영",1
"윤일주","이경영",1
"김민재","이경영",1
"박희순","이경영",1
"최학락","이경영",1
"김성수","이경영",1
"김종구","이경영",1
"나갑성","이경영",1
"최병모","이경영",1
"조주미","이경영",1
"김병옥","이경영",1
"조진웅","이경영",1
"공정환","이경영",1
"임원희","이경영",1
"독고영재","이경영",1
"정성화","이경영",1
"조승우","이경영",1
"조재윤","이경영",1
"최무성","이경영",1
"유해진","이경영",1
"정인기","이경영",1
"오정세","이경영",1
"이성민","이경영",1
"곽도원","이경영",1
"이도경","이경영",1
"한철우","이경영",1
"정선경","이경영",1
"이미도","이경영",1
"조한철","이경영",1
"곽인준","이경영",1
"이기영","이경영",1
"장광","이경영",1
"송영창","이경영",1
"하정우","이경영",1
"전혜진","이경영",1
"박해일","이경영",1
"남일우","이경영",1
"정만식","이경영",1
"김남길","이경영",1
"조달환","이경영",1
"박용팔","이경영",1
"김동욱","이경영",1
"박진우","이경영",1
"진구","이경영",1
"김민준","이경영",1
"박충선","이경영",1
"김선영","이경영",1
"이지훈","이경영",1
"정원중","정우성",1
"유순철","정우성",1
"김소진","정우성",1
"설경구","정우성",1
"배성우","정우성",1
"조우진","정우성",1
"고소영","정우성",1
"김갑수","정우성",1
"김의성","정우성",1
"안성기","정우성",1
"이범수","정우성",1
"박정학","정우성",1
"박길수","정우성",1
"정인기","정우성",1
"곽도원","정우성",1
"송영창","정우성",1
"한효주","정우성",1
"손병호","정우성",1
"문정희","이성재",1
"강성진","이성재",1
"안성기","이성재",1
"차승원","이성재",1
"김수로","이성재",1
"성지루","이성재",1
"유해진","이성재",1
"김정학","이성재",1
"권율","허준석",1
"손종학","허준석",1
"배성우","허준석",1
"박병은","허준석",1
"조달환","허준석",1
"김뢰하","허준석",1
"김규리","김영호",1
"기주봉","김영호",1
"김의성","윤동환",1
"배성우","백윤식",1
"조우진","백윤식",1
"이엘","백윤식",1
"김의성","백윤식",1
"김혜수","백윤식",1
"이병헌","백윤식",1
"천호진","백윤식",1
"이경영","백윤식",1
"박원상","백윤식",1
"김상호","백윤식",1
"김대명","백윤식",1
"주진모-1","백윤식",1
"김응수","백윤식",1
"권병길","백윤식",1
"박철민","백윤식",1
"김홍파","백윤식",1
"손병욱","백윤식",1
"우현","백윤식",1
"이재구","백윤식",1
"김병옥","백윤식",1
"조승우","백윤식",1
"조재윤","백윤식",1
"조상건","백윤식",1
"백도빈","백윤식",1
"김윤석","백윤식",1
"이문식","백윤식",1
"남일우","백윤식",1
"정만식","백윤식",1
"박진우","백윤식",1
"황정민-2","백윤식",1
"김영애","조선묵",1
"심혜진","조선묵",1
"최진실","조선묵",1
"양택조","조선묵",1
"이경영","조선묵",1
"김일우","조선묵",1
"김성균","조선묵",1
"최종원","조선묵",1
"윤일주","조선묵",1
"김성수","조선묵",1
"정영국","조선묵",1
"조주미","조선묵",1
"조진웅","조선묵",1
"이기영","조선묵",1
"권용운","조선묵",1
"박용팔","조선묵",1
"황정민-1","박정민",1
"배성우","박정민",1
"김의성","박정민",1
"김민재","박정민",1
"황석정","박정민",1
"최병모","박정민",1
"오대환","박정민",1
"정규수","박정민",1
"고아성","박정민",1
"이대연","박정민",1
"김종수","박정민",1
"류현경","박정민",1
"라미란","박정민",1
"이문식","김여진",1
"안성기","이얼",1
"박용수","이얼",1
"박원상","이얼",1
"안병경","이얼",1
"오광록","이얼",1
"이봉규","이얼",1
"김의성","박원상",1
"문성근","박원상",1
"박신양","박원상",1
"안성기","박원상",1
"박용수","박원상",1
"이경영","박원상",1
"백윤식","박원상",1
"이얼","박원상",1
"동방우","박원상",1
"김상호","박원상",1
"김강우","박원상",1
"김응수","박원상",1
"박철민","박원상",1
"진경","박원상",1
"김기천","박원상",1
"박길수","박원상",1
"손병욱","박원상",1
"한기중","박원상",1
"조성하","박원상",1
"김규리","박원상",1
"조재윤","박원상",1
"정인기","박원상",1
"정우혁","박원상",1
"오정세","박원상",1
"전혜진","박원상",1
"박해일","박원상",1
"김중기","박원상",1
"정만식","박원상",1
"나문희","박원상",1
"이대연","박원상",1
"최덕문","박원상",1
"류승룡","박원상",1
"김뢰하","박원상",1
"손병호","박원상",1
"오광록","박원상",1
"이봉규","박원상",1
"문성근","오지혜",1
"한석규","오지혜",1
"안석환","오지혜",1
"동방우","오지혜",1
"박철민","오지혜",1
"정인기","오지혜",1
"박충선","오지혜",1
"정원중","동방우",1
"강성진","동방우",1
"김승우","동방우",1
"문성근","동방우",1
"박중훈","동방우",1
"송강호","동방우",1
"심혜진","동방우",1
"안성기","동방우",1
"이정현","동방우",1
"장진영","동방우",1
"정은표","동방우",1
"차승원","동방우",1
"안석환","동방우",1
"박광정","동방우",1
"이경영","동방우",1
"박원상","동방우",1
"오지혜","동방우",1
"이두일","동방우",1
"권해효","동방우",1
"정웅인","동방우",1
"방은진","동방우",1
"최종원","동방우",1
"지대한","동방우",1
"이천희","동방우",1
"안진수","동방우",1
"김세동","동방우",1
"김경룡","동방우",1
"이준혁","동방우",1
"정선경","동방우",1
"이영란","동방우",1
"김학철","동방우",1
"권용운","동방우",1
"김중기","동방우",1
"신구","동방우",1
"이대연","동방우",1
"박예숙","동방우",1
"박용팔","동방우",1
"박철민","조한선",1
"이천희","조한선",1
"조진웅","조한선",1
"김영민","양동근",1
"이정진","양동근",1
"반민정","양동근",1
"이희준","김상호",1
"황정민-1","김상호",1
"강신일","김상호",1
"배성우","김상호",1
"성동일","김상호",1
"이경영","김상호",1
"백윤식","김상호",1
"박원상","김상호",1
"주진모-1","김상호",1
"김응수","김상호",1
"김호정","김상호",1
"김주혁","김상호",1
"권병길","김상호",1
"박수영","김상호",1
"권태원","김상호",1
"김기천","김상호",1
"김민재","김상호",1
"손병욱","김상호",1
"허준호","김상호",1
"조은지","김상호",1
"조상건","김상호",1
"유해진","김상호",1
"백도빈","김상호",1
"김윤석","김상호",1
"오정세","김상호",1
"김광규","김상호",1
"이문식","김상호",1
"이용녀","김상호",1
"고수희","김상호",1
"윤제문","김상호",1
"박해일","김상호",1
"고아성","김상호",1
"김유정","김상호",1
"정만식","김상호",1
"조달환","김상호",1
"임수정","김상호",1
"엄지원","김상호",1
"김뢰하","김상호",1
"한수연","김상호",1
"라미란","김상호",1
"문성근","이두일",1
"심혜진","이두일",1
"안성기","이두일",1
"박광정","이두일",1
"동방우","이두일",1
"권해효","이두일",1
"권태원","이두일",1
"민경진","이두일",1
"허준호","이두일",1
"박용팔","이두일",1
"이해룡","조상구",1
"문성근","박지아",1
"김정영","박지아",1
"유해진","박지아",1
"최종률","박지일",1
"김민재","박지일",1
"박희순","박지일",1
"조성하","박지일",1
"이원종","박지일",1
"송영창","박지일",1
"고수","박지일",1
"조희봉","윤진서",1
"이칸희","윤진서",1
"유지태","윤진서",1
"백현진","윤진서",1
"정인기","윤진서",1
"류승수","윤진서",1
"허준호","정성모",1
"박준규","정성모",1
"신이","백일섭",1
"공유","백일섭",1
"강리나","김희라",1
"안성기","김희라",1
"주호성","김희라",1
"김소진","김대명",1
"배성우","김대명",1
"조우진","김대명",1
"이엘","김대명",1
"김의성","김대명",1
"이병헌","김대명",1
"이경영","김대명",1
"백윤식","김대명",1
"조정석","김대명",1
"김홍파","김대명",1
"김민재","김대명",1
"정재영","김대명",1
"김종구","김대명",1
"김병옥","김대명",1
"조승우","김대명",1
"조재윤","김대명",1
"윤다경","김대명",1
"이성민","김대명",1
"송영창","김대명",1
"김성령","김대명",1
"유재명","김대명",1
"남일우","김대명",1
"정만식","김대명",1
"한효주","김대명",1
"박진우","김대명",1
"안성기","사현진",1
"김정팔","김새벽",1
"임형국","김새벽",1
"기주봉","김새벽",1
"설경구","서태화",1
"이승연","서태화",1
"차인표","서태화",1
"임형준","서태화",1
"기주봉","서태화",1
"김상중","정운택",1
"정준호","정운택",1
"정웅인","정운택",1
"이재용","정운택",1
"기주봉","정운택",1
"서영화","안재홍",1
"권해효","안재홍",1
"김민희","안재홍",1
"오정세","안재홍",1
"심은경","안재홍",1
"이제훈","성유빈",1
"김수안","성유빈",1
"오달수","성유빈",1
"김홍파","성유빈",1
"이준혁","성유빈",1
"이도경","성유빈",1
"정민성","성유빈",1
"강신일","유준상",1
"서영화","유준상",1
"김의성","유준상",1
"김태우","유준상",1
"예지원","유준상",1
"김지영","유준상",1
"권해효","유준상",1
"공형진","유준상",1
"정재영","유준상",1
"이철민","유준상",1
"백현진","유준상",1
"문소리","유준상",1
"성지루","유준상",1
"류덕환","유준상",1
"신동미","유준상",1
"윤여정","유준상",1
"김종수","유준상",1
"기주봉","유준상",1
"정유미","유준상",1
"이선균","유준상",1
"김희원","권해효",1
"엄태구","권해효",1
"김의성","권해효",1
"문성근","권해효",1
"박광정","권해효",1
"이경영","권해효",1
"동방우","권해효",1
"이두일","권해효",1
"안재홍","권해효",1
"유준상","권해효",1
"조복래","권해효",1
"권태원","권해효",1
"박길수","권해효",1
"김재록","권해효",1
"문소리","권해효",1
"엄춘배","권해효",1
"홍석연","권해효",1
"이봉규","권해효",1
"안성기","차인표",1
"조재현","차인표",1
"서태화","차인표",1
"권태원","차인표",1
"정인기","차인표",1
"이한위","차인표",1
"설경구","손영순",1
"배성우","손영순",1
"문성근","손영순",1
"한석규","손영순",1
"박노식","손영순",1
"현빈","손영순",1
"최민금","손영순",1
"정민성","손영순",1
"이원종","홍경인",1
"박용팔","홍경인",1
"유순철","김일우",1
"김선화","김일우",1
"김명곤","김일우",1
"문성근","김일우",1
"박중훈","김일우",1
"안성기","김일우",1
"이병헌","김일우",1
"조재현","김일우",1
"최진실","김일우",1
"송옥숙","김일우",1
"양택조","김일우",1
"이경영","김일우",1
"조선묵","김일우",1
"최종원","김일우",1
"김인문","김일우",1
"권병길","김일우",1
"권태원","김일우",1
"이인옥","김일우",1
"조학자","김일우",1
"최학락","김일우",1
"김성수","김일우",1
"국정환","김일우",1
"이용이","김일우",1
"민경진","김일우",1
"조주미","김일우",1
"박세범","김일우",1
"권상우","김일우",1
"독고영재","김일우",1
"권용운","김일우",1
"박용팔","김일우",1
"남포동","김일우",1
"박인환","최주봉",1
"송옥숙","최주봉",1
"김보성","최주봉",1
"양택조","최주봉",1
"김인문","최주봉",1
"오정세","최주봉",1
"이대연","최주봉",1
"김세준","최주봉",1
"황정민-1","주진모-1",1
"공호석","주진모-1",1
"문정희","주진모-1",1
"김희원","주진모-1",1
"강신일","주진모-1",1
"박사랑","주진모-1",1
"손종학","주진모-1",1
"배성우","주진모-1",1
"엄지성","주진모-1",1
"김원해","주진모-1",1
"김영애","주진모-1",1
"김혜수","주진모-1",1
"이정재","주진모-1",1
"정진영","주진모-1",1
"강동원","주진모-1",1
"성동일","주진모-1",1
"이경영","주진모-1",1
"백윤식","주진모-1",1
"김상호","주진모-1",1
"김성균","주진모-1",1
"김응수","주진모-1",1
"조덕현","주진모-1",1
"오달수","주진모-1",1
"권태원","주진모-1",1
"김기천","주진모-1",1
"김홍파","주진모-1",1
"추귀정","주진모-1",1
"유승목","주진모-1",1
"박희순","주진모-1",1
"정재영","주진모-1",1
"김종구","주진모-1",1
"이철민","주진모-1",1
"김병옥","주진모-1",1
"조진웅","주진모-1",1
"문소리","주진모-1",1
"공정환","주진모-1",1
"마동석","주진모-1",1
"고창석","주진모-1",1
"유해진","주진모-1",1
"박성웅","주진모-1",1
"백도빈","주진모-1",1
"김윤석","주진모-1",1
"이성민","주진모-1",1
"장영남","주진모-1",1
"정경호-2","주진모-1",1
"예수정","주진모-1",1
"정규수","주진모-1",1
"장광","주진모-1",1
"송영창","주진모-1",1
"하정우","주진모-1",1
"정만식","주진모-1",1
"선우선","주진모-1",1
"류승룡","주진모-1",1
"봉태규","주진모-1",1
"이선균","주진모-1",1
"이해영","주진모-1",1
"이한위","주진모-1",1
"전배수","주진모-1",1
"배성우","조정석",1
"김의성","조정석",1
"송강호","조정석",1
"김대명","조정석",1
"조영진","김성균",1
"김영애","김성균",1
"김의성","김성균",1
"천호진","김성균",1
"강동원","김성균",1
"이경영","김성균",1
"조선묵","김성균",1
"주진모-1","김성균",1
"김기천","김성균",1
"김종구","김성균",1
"김병옥","김성균",1
"조진웅","김성균",1
"마동석","김성균",1
"조재윤","김성균",1
"김윤석","김성균",1
"이성민","김성균",1
"황보라","김성균",1
"장광","김성균",1
"송영창","김성균",1
"하정우","김성균",1
"유재명","김성균",1
"정만식","김성균",1
"김종수","김성균",1
"기주봉","김성균",1
"임현성","김성균",1
"이지훈","김성균",1
"이다윗","박해준",1
"류준열","박해준",1
"조진웅","박해준",1
"길해연","박해준",1
"김중기","박해준",1
"박충선","박해준",1
"황정민-1","정웅인",1
"강신일","정웅인",1
"김래원","정웅인",1
"김상중","정웅인",1
"정준호","정웅인",1
"동방우","정웅인",1
"정운택","정웅인",1
"오달수","정웅인",1
"원웅재","정웅인",1
"성지루","정웅인",1
"송영창","정웅인",1
"신구","정웅인",1
"정만식","정웅인",1
"박진우","정웅인",1
"전배수","정웅인",1
"신하균","이재용",1
"정운택","이재용",1
"오달수","이재용",1
"조성하","이재용",1
"최무성","이재용",1
"이원종","이재용",1
"기주봉","이재용",1
"김명민","최정우",1
"전국환","최정우",1
"민경진","최정우",1
"정인기","최정우",1
"박혁권","최정우",1
"태인호","최정우",1
"길해연","최정우",1
"조석현","최정우",1
"조하석","김구택",1
"이승준","김구택",1
"박용우","김구택",1
"성동일","김구택",1
"박노식","김구택",1
"김수현","김구택",1
"이재구","김구택",1
"마동석","김구택",1
"문영동","김구택",1
"류승룡","김구택",1
"이한위","김구택",1
"이승준","김강우",1
