"Var1","Var2","value"
"류현경","정재영",1
"김꽃비","양익준",1
"황석정","양익준",1
"김재록","양익준",1
"오정세","양익준",1
"박희본","양익준",1
"조희봉","신정근",1
"조영진","신정근",1
"오지호","신정근",1
"이범수","신정근",1
"정진영","신정근",1
"오달수","신정근",1
"서진원","신정근",1
"유승목","신정근",1
"한명환","신정근",1
"조진웅","신정근",1
"정성화","신정근",1
"고창석","신정근",1
"유해진","신정근",1
"정인기","신정근",1
"이문식","신정근",1
"정규수","신정근",1
"장광","신정근",1
"손현주","신정근",1
"정만식","신정근",1
"선우선","신정근",1
"류승룡","신정근",1
"안내상","신정근",1
"류승수","신정근",1
"변희봉","신정근",1
"정석용","신정근",1
"배성우","김경애",1
"동방우","김경룡",1
"이성훈","김경룡",1
"이희준","김민희",1
"서영화","김민희",1
"이미숙","김민희",1
"안재홍","김민희",1
"김민재","김민희",1
"정재영","김민희",1
"김옥빈","김민희",1
"박병은","김민희",1
"윤여정","김민희",1
"기주봉","김민희",1
"강성진","이요원",1
"성지루","이요원",1
"심혜진","김성수",1
"양택조","김성수",1
"이경영","김성수",1
"조선묵","김성수",1
"김일우","김성수",1
"윤일주","김성수",1
"오희찬","김성수",1
"주상호","김성수",1
"조학자","김성수",1
"박부양","김성수",1
"나갑성","김성수",1
"박동룡","김성수",1
"김경진","김성수",1
"홍충길","김성수",1
"주호성","김성수",1
"황정민-1","도용구",1
"설경구","도용구",1
"박중훈","도용구",1
"안성기","도용구",1
"하지원","도용구",1
"강동원","도용구",1
"신철진","도용구",1
"강예원","도용구",1
"선우선","도용구",1
"손종학","김종구",1
"배성우","김종구",1
"김영애","김종구",1
"이경영","김종구",1
"김대명","김종구",1
"주진모-1","김종구",1
"김성균","김종구",1
"김세동","김종구",1
"정재영","김종구",1
"조진웅","김종구",1
"조은지","김종구",1
"마동석","김종구",1
"송영창","김종구",1
"하정우","김종구",1
"정만식","김종구",1
"박진우","김종구",1
"서평석","나갑성",1
"문성근","나갑성",1
"이대로","나갑성",1
"이경영","나갑성",1
"남궁원","나갑성",1
"김기주","나갑성",1
"김국현","나갑성",1
"안진수","나갑성",1
"윤일주","나갑성",1
"오희찬","나갑성",1
"주상호","나갑성",1
"김경란","나갑성",1
"조학자","나갑성",1
"박부양","나갑성",1
"김성수","나갑성",1
"국정환","나갑성",1
"한명환","나갑성",1
"전숙","나갑성",1
"최민","나갑성",1
"박동룡","나갑성",1
"유일문","나갑성",1
"박세범","나갑성",1
"이창훈","나갑성",1
"홍충길","나갑성",1
"조형기","나갑성",1
"이대근","나갑성",1
"송금식","나갑성",1
"홍윤정","나갑성",1
"박예숙","나갑성",1
"박용팔","나갑성",1
"문미봉","나갑성",1
"박중훈","국정환",1
"이대로","국정환",1
"김보성","국정환",1
"양택조","국정환",1
"김일우","국정환",1
"김인문","국정환",1
"윤일주","국정환",1
"주상호","국정환",1
"이인옥","국정환",1
"이석구","국정환",1
"나갑성","국정환",1
"장정국","국정환",1
"조형기","국정환",1
"송금식","국정환",1
"박용팔","국정환",1
"남포동","국정환",1
"김기주","한명환",1
"신정근","한명환",1
"나갑성","한명환",1
"정영국","한명환",1
"박예숙","한명환",1
"박용팔","한명환",1
"문미봉","한명환",1
"백윤식","손병욱",1
"박원상","손병욱",1
"김상호","손병욱",1
"이재구","손병욱",1
"고규필","손병욱",1
"조달환","손병욱",1
"라미란","손병욱",1
"서평석","장정국",1
"배종옥","장정국",1
"정보석","장정국",1
"양택조","장정국",1
"안진수","장정국",1
"윤일주","장정국",1
"주상호","장정국",1
"김경란","장정국",1
"조학자","장정국",1
"국정환","장정국",1
"박용팔","장정국",1
"문미봉","장정국",1
"공호석","이철민",1
"강신일","이철민",1
"이엘","이철민",1
"유준상","이철민",1
"주진모-1","이철민",1
"정재영","이철민",1
"원웅재","이철민",1
"고창석","이철민",1
"장영남","이철민",1
"정규수","이철민",1
"하정우","이철민",1
"류승룡","이철민",1
"김종수","이철민",1
"이해영","이철민",1
"이한위","이철민",1
"조재윤","성민수",1
"김의성","백현진",1
"곽자형","백현진",1
"윤진서","백현진",1
"유준상","백현진",1
"한예리","백현진",1
"박해일","백현진",1
"김희원","이용이",1
"신하균","이용이",1
"심이영","이용이",1
"김일우","이용이",1
"조덕현","이용이",1
"유승목","이용이",1
"전국환","이용이",1
"민경진","이용이",1
"공효진","이용이",1
"신구","이용이",1
"서영희","이용이",1
"유순철","민경진",1
"설경구","민경진",1
"엄지성","민경진",1
"문성근","민경진",1
"박중훈","민경진",1
"방은희","민경진",1
"안석환","민경진",1
"이두일","민경진",1
"김일우","민경진",1
"최정우","민경진",1
"박철민","민경진",1
"권태원","민경진",1
"김기천","민경진",1
"박길수","민경진",1
"이용이","민경진",1
"허준호","민경진",1
"정인기","민경진",1
"정우혁","민경진",1
"이용녀","민경진",1
"하정우","민경진",1
"기주봉","민경진",1
"박충선","민경진",1
"홍석연","민경진",1
"최진호","최병모",1
"이경영","최병모",1
"박정민","최병모",1
"박수영","최병모",1
"박지환","최병모",1
"주지훈","최병모",1
"김재록","이상희",1
"임형국","이상희",1
"조희봉","우현",1
"예지원","우현",1
"이범수","우현",1
"임창정","우현",1
"백윤식","우현",1
"박근형","우현",1
"김명민","우현",1
"정경호-1","우현",1
"오달수","우현",1
"최무성","우현",1
"김유정","우현",1
"안내상","우현",1
"김뢰하","우현",1
"변희봉","우현",1
"성동일","전수경",1
"강신일","원웅재",1
"강성진","원웅재",1
"신하균","원웅재",1
"정웅인","원웅재",1
"이철민","원웅재",1
"오정세","원웅재",1
"기주봉","원웅재",1
"이해룡","전숙",1
"최종원","전숙",1
"윤일주","전숙",1
"조학자","전숙",1
"이석구","전숙",1
"나갑성","전숙",1
"정영국","전숙",1
"조주미","전숙",1
"박용팔","전숙",1
"서평석","정영국",1
"이해룡","정영국",1
"양택조","정영국",1
"조선묵","정영국",1
"안진수","정영국",1
"조학자","정영국",1
"한명환","정영국",1
"전숙","정영국",1
"조주미","정영국",1
"유일문","정영국",1
"송금식","정영국",1
"주호성","정영국",1
"박예숙","정영국",1
"박용팔","정영국",1
"오희찬","최민",1
"나갑성","최민",1
"송금식","최민",1
"심형래","박동룡",1
"김기주","박동룡",1
"안진수","박동룡",1
"진봉진","박동룡",1
"윤일주","박동룡",1
"오희찬","박동룡",1
"정봉연","박동룡",1
"주상호","박동룡",1
"조학자","박동룡",1
"이석구","박동룡",1
"김성수","박동룡",1
"나갑성","박동룡",1
"유일문","박동룡",1
"홍충길","박동룡",1
"최명호","박동룡",1
"이대근","박동룡",1
"장동일","박동룡",1
"홍윤정","박동룡",1
"박용팔","박동룡",1
"남포동","박동룡",1
"문미봉","박동룡",1
"양택조","유연실",1
"이무정","유연실",1
"이병헌","문창길",1
"기주봉","문창길",1
"이석구","이혜진",1
"박부양","이혜진",1
"김경진","이혜진",1
"이창훈","이혜진",1
"조형기","이혜진",1
"장동일","이혜진",1
"박예숙","이혜진",1
"서평석","조주미",1
"강수연","조주미",1
"김민종","조주미",1
"김혜수","조주미",1
"박중훈","조주미",1
"최진실","조주미",1
"이경영","조주미",1
"조선묵","조주미",1
"김일우","조주미",1
"최종원","조주미",1
"권병길","조주미",1
"김경란","조주미",1
"이석구","조주미",1
"전숙","조주미",1
"정영국","조주미",1
"박예숙","조주미",1
"박용팔","조주미",1
"이정희","최영준",1
"박세범","최영준",1
"이창훈","최영준",1
"장동일","최영준",1
"박지수","최영준",1
"김꽃비","김재록",1
"박사랑","김재록",1
"엄지성","김재록",1
"권해효","김재록",1
"황석정","김재록",1
"양익준","김재록",1
"이상희","김재록",1
"고규필","김재록",1
"박현영","김재록",1
"오정세","김재록",1
"김종수","김재록",1
"박희본","김재록",1
"김경익","김재록",1
"이칸희","이병준",1
"한석규","이병준",1
"정인기","이병준",1
"조하석","이재구",1
"이승준","이재구",1
"이엘","이재구",1
"한석규","이재구",1
"차승원","이재구",1
"심이영","이재구",1
"백윤식","이재구",1
"김구택","이재구",1
"김응수","이재구",1
"박노식","이재구",1
"한이진","이재구",1
"손병욱","이재구",1
"임원희","이재구",1
"조은지","이재구",1
"정인기","이재구",1
"문영동","이재구",1
"이미도","이재구",1
"예수정","이재구",1
"최덕문","이재구",1
"류승룡","이재구",1
"변희봉","이재구",1
"안진수","유일문",1
"윤일주","유일문",1
"조학자","유일문",1
"나갑성","유일문",1
"정영국","유일문",1
"박동룡","유일문",1
"최명호","유일문",1
"홍윤정","유일문",1
"주호성","유일문",1
"박용팔","유일문",1
"황정민-1","한기중",1
"박원상","한기중",1
"최무성","한기중",1
"한영수","김경진",1
"유성","김경진",1
"오희찬","김경진",1
"남정희","김경진",1
"김성수","김경진",1
"이혜진","김경진",1
"홍충길","김경진",1
"주호성","김경진",1
"남포동","김경진",1
"심형래","박세범",1
"김일우","박세범",1
"나갑성","박세범",1
"최영준","박세범",1
"이창훈","박세범",1
"송금식","박세범",1
"황정민-1","김병옥",1
"김해숙","김병옥",1
"손종학","김병옥",1
"배성우","김병옥",1
"조우진","김병옥",1
"이엘","김병옥",1
"김원해","김병옥",1
"김래원","김병옥",1
"김의성","김병옥",1
"신하균","김병옥",1
"이범수","김병옥",1
"이병헌","김병옥",1
"이정재","김병옥",1
"정준호","김병옥",1
"최민식","김병옥",1
"강동원","김병옥",1
"김수로","김병옥",1
"이경영","김병옥",1
"백윤식","김병옥",1
"김대명","김병옥",1
"주진모-1","김병옥",1
"김성균","김병옥",1
"김응수","김병옥",1
"조덕현","김병옥",1
"박철민","김병옥",1
"조원희","김병옥",1
"지대한","김병옥",1
"오달수","김병옥",1
"김기천","김병옥",1
"김홍파","김병옥",1
"박길수","김병옥",1
"김정태","김병옥",1
"조진웅","김병옥",1
"마동석","김병옥",1
"조승우","김병옥",1
"조재윤","김병옥",1
"이성민","김병옥",1
"정규수","김병옥",1
"송영창","김병옥",1
"윤지혜","김병옥",1
"박지환","김병옥",1
"남일우","김병옥",1
"김중기","김병옥",1
"정만식","김병옥",1
"김종수","김병옥",1
"진용욱","김병옥",1
"박진우","김병옥",1
"임현성","김병옥",1
"김해숙","김정태",1
"김래원","김정태",1
"성동일","김정태",1
"지대한","김정태",1
"김기천","김정태",1
"김민재","김정태",1
"김병옥","김정태",1
"조재윤","김정태",1
"오정세","김정태",1
"정만식","김정태",1
"엄지원","김정태",1
"박충선","김정태",1
"방은희","이성훈",1
"전무송","이성훈",1
"김경룡","이성훈",1
"송금식","이성훈",1
"박원상","조성하",1
"박지일","조성하",1
"이재용","조성하",1
"장현성","조성하",1
"유승목","조성하",1
"김민재","조성하",1
"김세동","조성하",1
"유다인","조성하",1
"손병호","조성하",1
"박충선","조성하",1
"오광록","조성하",1
"김인권","이종혁",1
"김뢰하","이종혁",1
"김인권","최재환",1
"권상우","최재환",1
"김기연","최재환",1
"신철진","정재진",1
"기주봉","정재진",1
"권율","조진웅",1
"이제훈","조진웅",1
"이승준","조진웅",1
"김영애","조진웅",1
"서현우","조진웅",1
"안성기","조진웅",1
"최민식","조진웅",1
"이경영","조진웅",1
"조선묵","조진웅",1
"조한선","조진웅",1
"주진모-1","조진웅",1
"김성균","조진웅",1
"박해준","조진웅",1
"김영민","조진웅",1
"조복래","조진웅",1
"한이진","조진웅",1
"진경","조진웅",1
"오달수","조진웅",1
"권태원","조진웅",1
"김기천","조진웅",1
"신정근","조진웅",1
"김종구","조진웅",1
"김병옥","조진웅",1
"김동영","조진웅",1
"마동석","조진웅",1
"최무성","조진웅",1
"고창석","조진웅",1
"정인기","조진웅",1
"문영동","조진웅",1
"김윤성","조진웅",1
"김광규","조진웅",1
"이성민","조진웅",1
"곽도원","조진웅",1
"이도경","조진웅",1
"박병은","조진웅",1
"정규수","조진웅",1
"송영창","조진웅",1
"하정우","조진웅",1
"신동미","조진웅",1
"정만식","조진웅",1
"최덕문","조진웅",1
"류승룡","조진웅",1
"김종수","조진웅",1
"최규환","조진웅",1
"김태훈","조진웅",1
"임현성","조진웅",1
"이해영","조진웅",1
"조진웅","김동영",1
"김응수","조승연",1
"성동일","남명렬",1
"박해일","남명렬",1
"강신일","김정팔",1
"임창정","김정팔",1
"김새벽","김정팔",1
"김강우","김정팔",1
"최홍일","김정팔",1
"김기천","김정팔",1
"조덕제","김정팔",1
"유승목","김정팔",1
"최종률","김정팔",1
"이영란","김정팔",1
"류승룡","김정팔",1
"김경익","김정팔",1
"조원희","신현탁",1
"권상우","신현탁",1
"김윤성","신현탁",1
"이한위","신현탁",1
"김수미","임형준",1
"신현준","임형준",1
"김수로","임형준",1
"서태화","임형준",1
"공형진","임형준",1
"김해곤","임형준",1
"김광규","임형준",1
"신이","임형준",1
"이범수","장혁",1
"이은우","신민아",1
"김수로","신민아",1
"공효진","신민아",1
"박해일","신민아",1
"박효준","권상우",1
"김인권","권상우",1
"김하늘","권상우",1
"송승헌","권상우",1
"이범수","권상우",1
"성동일","권상우",1
"김일우","권상우",1
"최재환","권상우",1
"신현탁","권상우",1
"정규수","권상우",1
"서영희","권상우",1
"이한위","권상우",1
"이용이","공효진",1
"신민아","공효진",1
"이영진","공효진",1
"하정우","공효진",1
"봉태규","공효진",1
"장항선","허준호",1
"유순철","허준호",1
"설경구","허준호",1
"강신일","허준호",1
"문성근","허준호",1
"심혜진","허준호",1
"안성기","허준호",1
"안석환","허준호",1
"박광정","허준호",1
"김보성","허준호",1
"김상호","허준호",1
"이두일","허준호",1
"정성모","허준호",1
"조원희","허준호",1
"정재영","허준호",1
"민경진","허준호",1
"독고영재","허준호",1
"박준규","허준호",1
"권용운","허준호",1
"박용팔","허준호",1
"남포동","허준호",1
"조영진","문소리",1
"설경구","문소리",1
"진선규","문소리",1
"최민식","문소리",1
"유준상","문소리",1
"권해효","문소리",1
"주진모-1","문소리",1
"오달수","문소리",1
"김홍파","문소리",1
"박길수","문소리",1
"유승목","문소리",1
"최무성","문소리",1
"고창석","문소리",1
"박명신","문소리",1
"김학선","문소리",1
"정우혁","문소리",1
"곽도원","문소리",1
"박병은","문소리",1
"조한철","문소리",1
"한예리","문소리",1
"윤여정","문소리",1
"기주봉","문소리",1
"정유미","문소리",1
"봉태규","문소리",1
"손병호","문소리",1
"엄태웅","문소리",1
"라미란","문소리",1
"유지태","김혜나",1
"정인기","김혜나",1
"이용녀","김혜나",1
"기주봉","김혜나",1
"박상면","공정환",1
"이경영","공정환",1
"주진모-1","공정환",1
"현빈","공정환",1
"유해진","공정환",1
"송영창","공정환",1
"박진우","공정환",1
"손병호","공정환",1
"공호석","임원희",1
"신하균","임원희",1
"김수로","임원희",1
"이경영","임원희",1
"김강우","임원희",1
"장현성","임원희",1
"정재영","임원희",1
"이재구","임원희",1
"마동석","임원희",1
"백도빈","임원희",1
"장영남","임원희",1
"윤주상","임원희",1
"김동욱","임원희",1
"주지훈","임원희",1
"변희봉","임원희",1
"윤주상","전헌태",1
"나문희","김선아",1
"공유","김선아",1
"천우희","김정영",1
"박지아","김정영",1
"한이진","김정영",1
"이성민","김정영",1
"최덕문","김정영",1
"김영호","김규리",1
"박원상","김규리",1
"김강우","김규리",1
"이영진","김규리",1
"김뢰하","김규리",1
"신하균","조은지",1
"김상호","조은지",1
"김응수","조은지",1
"김종구","조은지",1
"이재구","조은지",1
"이영진","조은지",1
"성지루","조은지",1
"조상건","조은지",1
"오정세","조은지",1
"이미도","조은지",1
"이봉규","조은지",1
"정석용","조은지",1
"이희준","이영진",1
"공효진","이영진",1
"김규리","이영진",1
"조은지","이영진",1
"황정민-1","성지루",1
"설경구","성지루",1
"강신일","성지루",1
"김인권","성지루",1
"차승원","성지루",1
"이성재","성지루",1
"유준상","성지루",1
"정웅인","성지루",1
"김인문","성지루",1
"이요원","성지루",1
"조은지","성지루",1
"조상건","성지루",1
"유해진","성지루",1
"박상욱","성지루",1
"김종수","성지루",1
"봉태규","성지루",1
"안내상","성지루",1
"박사랑","고규필",1
"엄지성","고규필",1
"손병욱","고규필",1
"김재록","고규필",1
"이희준","마동석",1
"최귀화","마동석",1
"황정민-1","마동석",1
"권율","마동석",1
"엄지성","마동석",1
"임하룡","마동석",1
"천호진","마동석",1
"곽자형","마동석",1
"주진모-1","마동석",1
"김성균","마동석",1
"김구택","마동석",1
"김영민","마동석",1
"허성태","마동석",1
"김수안","마동석",1
"박소담","마동석",1
"윤계상","마동석",1
"김민재","마동석",1
"김수현","마동석",1
"김종구","마동석",1
"김병옥","마동석",1
"조진웅","마동석",1
"임원희","마동석",1
"정인기","마동석",1
"오정세","마동석",1
"이성민","마동석",1
"곽도원","마동석",1
"장영남","마동석",1
"장혁진","마동석",1
"예수정","마동석",1
"곽인준","마동석",1
"송영창","마동석",1
"하정우","마동석",1
"정만식","마동석",1
"주지훈","마동석",1
"고수","마동석",1
"엄정화","설지윤",1
"김민종","독고영재",1
"문성근","독고영재",1
"방은희","독고영재",1
"강신성일","독고영재",1
"심혜진","독고영재",1
"안성기","독고영재",1
"김보성","독고영재",1
"양택조","독고영재",1
"이경영","독고영재",1
"김일우","독고영재",1
"박근형","독고영재",1
"박길수","독고영재",1
"허준호","독고영재",1
"박준규","독고영재",1
"이기영","독고영재",1
"권용운","독고영재",1
"조희봉","정성화",1
"김원해","정성화",1
"이경영","정성화",1
"박철민","정성화",1
"신정근","정성화",1
"이대연","정성화",1
"안내상","정성화",1
"배성우","조승우",1
"조우진","조승우",1
"이엘","조승우",1
"김의성","조승우",1
"이병헌","조승우",1
"이경영","조승우",1
"백윤식","조승우",1
"김대명","조승우",1
"김영민","조승우",1
"김홍파","조승우",1
"김병옥","조승우",1
"조재윤","조승우",1
"남일우","조승우",1
"정만식","조승우",1
"박진우","조승우",1
"엄상현","이장원",1
"신용우","이장원",1
"박부양","이창훈",1
"나갑성","이창훈",1
"이혜진","이창훈",1
"최영준","이창훈",1
"박세범","이창훈",1
"장동일","이창훈",1
"권용운","이창훈",1
"박용팔","이창훈",1
"주상호","홍충길",1
"조학자","홍충길",1
"이석구","홍충길",1
"김성수","홍충길",1
"나갑성","홍충길",1
"박동룡","홍충길",1
"김경진","홍충길",1
"홍윤정","홍충길",1
"안병경","홍충길",1
"남포동","홍충길",1
"문미봉","홍충길",1
"강신성일","임옥경",1
"남포동","임옥경",1
"강신일","유선",1
"정재영","유선",1
"김인권","박효주",1
"박수영","박효주",1
"이준혁","박효주",1
"유해진","박효주",1
"정인기","박효주",1
"김윤석","박효주",1
"오정세","박효주",1
"조한철","박효주",1
"서영희","박효주",1
"배성우","조재윤",1
"조우진","조재윤",1
"이엘","조재윤",1
"김의성","조재윤",1
"이병헌","조재윤",1
"성동일","조재윤",1
"이경영","조재윤",1
"백윤식","조재윤",1
"박원상","조재윤",1
"김대명","조재윤",1
"김성균","조재윤",1
"조덕현","조재윤",1
"김기천","조재윤",1
"김홍파","조재윤",1
"유승목","조재윤",1
"김민재","조재윤",1
"박희순","조재윤",1
"성민수","조재윤",1
"김병옥","조재윤",1
"김정태","조재윤",1
"조승우","조재윤",1
"김상경","조재윤",1
"남일우","조재윤",1
"정만식","조재윤",1
"기주봉","조재윤",1
"박진우","조재윤",1
"배성우","이준혁",1
"서영화","이준혁",1
"이설구","이준혁",1
"이제훈","이준혁",1
"김원해","이준혁",1
"조재현","이준혁",1
"김수로","이준혁",1
"동방우","이준혁",1
"성유빈","이준혁",1
"김강우","이준혁",1
"박근형","이준혁",1
"정호빈","이준혁",1
"박수영","이준혁",1
"오달수","이준혁",1
"김기천","이준혁",1
"유승목","이준혁",1
"박효주","이준혁",1
"고창석","이준혁",1
"유해진","이준혁",1
"박성웅","이준혁",1
"김윤석","이준혁",1
"곽도원","이준혁",1
"장영남","이준혁",1
"박혁권","이준혁",1
"엄정화","이준혁",1
"오성태","이준혁",1
"고수희","이준혁",1
"조한철","이준혁",1
"곽인준","이준혁",1
"송영창","이준혁",1
"이종구","이준혁",1
"기주봉","이준혁",1
"김민준","이준혁",1
"라미란","이준혁",1
"김재록","박현영",1
"서영희","박현영",1
"김혜수","조상건",1
"천호진","조상건",1
"백윤식","조상건",1
"김상호","조상건",1
"김응수","조상건",1
"조은지","조상건",1
"성지루","조상건",1
"유해진","조상건",1
"최귀화","최무성",1
"류승범","최무성",1
"이경영","최무성",1
"이재용","최무성",1
"김명민","최무성",1
"오달수","최무성",1
"이천희","최무성",1
"박희순","최무성",1
"우현","최무성",1
"한기중","최무성",1
"조진웅","최무성",1
"문소리","최무성",1
"김준배","최무성",1
"김학선","최무성",1
"오정세","최무성",1
"이성민","최무성",1
"엄정화","최무성",1
"이민기","최무성",1
"김중기","최무성",1
"이선균","최무성",1
"유승호","고창석",1
"공호석","고창석",1
"설경구","고창석",1
"송재호","고창석",1
"이범수","고창석",1
"정진영","고창석",1
"성동일","고창석",1
"주진모-1","고창석",1
"차태현","고창석",1
"오달수","고창석",1
"박희순","고창석",1
"전국환","고창석",1
"김병철","고창석",1
"신정근","고창석",1
"이철민","고창석",1
"조진웅","고창석",1
"문소리","고창석",1
"이준혁","고창석",1
"정인기","고창석",1
"오정세","고창석",1
"장영남","고창석",1
"김옥빈","고창석",1
"최일화","고창석",1
"강예원","고창석",1
"김종수","고창석",1
"조달환","고창석",1
"라미란","고창석",1
"강리나","최명호",1
"안진수","최명호",1
"박동룡","최명호",1
"유일문","최명호",1
"송금식","최명호",1
"홍윤정","최명호",1
"이무정","최명호",1
"장항선","유해진",1
"이희준","유해진",1
"황정민-1","유해진",1
"설경구","유해진",1
"강신일","유해진",1
"배성우","유해진",1
"엄태구","유해진",1
"조우진","유해진",1
"강성진","유해진",1
"김원해","유해진",1
"김의성","유해진",1
"김혜수","유해진",1
"박용우","유해진",1
"서현우","유해진",1
"송승헌","유해진",1
"정진영","유해진",1
"차승원","유해진",1
"천호진","유해진",1
"성동일","유해진",1
"이경영","유해진",1
"이성재","유해진",1
"김상호","유해진",1
"박지아","유해진",1
"주진모-1","유해진",1
"박정학","유해진",1
"김응수","유해진",1
"이동휘","유해진",1
"김주혁","유해진",1
"박철민","유해진",1
"진경","유해진",1
"이승훈","유해진",1
"오달수","유해진",1
"권태원","유해진",1
"정재영","유해진",1
"신정근","유해진",1
"공정환","유해진",1
"성지루","유해진",1
"박효주","유해진",1
"이준혁","유해진",1
"조상건","유해진",1
"김준배","유해진",1
"윤다경","유해진",1
"김윤석","유해진",1
"오정세","유해진",1
"장영남","유해진",1
"이문식","유해진",1
"박혁권","유해진",1
"이용녀","유해진",1
"이원종","유해진",1
"정규수","유해진",1
"송영창","유해진",1
"김정학","유해진",1
"정만식","유해진",1
"나문희","유해진",1
"김남길","유해진",1
"김종수","유해진",1
"박진우","유해진",1
"안내상","유해진",1
"박충선","유해진",1
"변희봉","유해진",1
"정석용","유해진",1
"조희봉","정인기",1
"이희준","정인기",1
"문정희","정인기",1
"설경구","정인기",1
"강신일","정인기",1
"배호근","정인기",1
"이제훈","정인기",1
"김인권","정인기",1
"한석규","정인기",1
"송재호","정인기",1
"안성기","정인기",1
"차승원","정인기",1
"성동일","정인기",1
"이경영","정인기",1
"정우성","정인기",1
"박원상","정인기",1
"오지혜","정인기",1
"윤진서","정인기",1
"차인표","정인기",1
"최정우","정인기",1
"조덕현","정인기",1
"김명민","정인기",1
"권병길","정인기",1
"박철민","정인기",1
"권태원","정인기",1
"유승목","정인기",1
"전국환","정인기",1
"김세동","정인기",1
"신정근","정인기",1
"민경진","정인기",1
"이병준","정인기",1
"이재구","정인기",1
"조진웅","정인기",1
"김혜나","정인기",1
"마동석","정인기",1
"박효주","정인기",1
"고창석","정인기",1
"박명신","정인기",1
"윤다경","정인기",1
"김윤석","정인기",1
"오정세","정인기",1
"한철우","정인기",1
"차수연","정인기",1
"김옥빈","정인기",1
"양은용","정인기",1
"조한철","정인기",1
"강현중","정인기",1
"예수정","정인기",1
"장광","정인기",1
"송영창","정인기",1
"한예리","정인기",1
"하정우","정인기",1
"손예진","정인기",1
"류승룡","정인기",1
"기주봉","정인기",1
"홍석연","정인기",1
"고수","정인기",1
"황정민-1","박성웅",1
"배성우","박성웅",1
"김의성","박성웅",1
"주진모-1","박성웅",1
"김강우","박성웅",1
"현빈","박성웅",1
"김홍파","박성웅",1
"김민재","박성웅",1
"이준혁","박성웅",1
"이도경","박성웅",1
"오대환","박성웅",1
"최일화","박성웅",1
"장광","박성웅",1
"송영창","박성웅",1
"박지환","박성웅",1
"기주봉","박성웅",1
"고수","박성웅",1
"예지원","백도빈",1
"백윤식","백도빈",1
"김상호","백도빈",1
"주진모-1","백도빈",1
"조덕현","백도빈",1
"김기천","백도빈",1
"임원희","백도빈",1
"조하석","문영동",1
"이승준","문영동",1
"김구택","문영동",1
"박노식","문영동",1
"김병철","문영동",1
"이재구","문영동",1
"조진웅","문영동",1
"류승룡","문영동",1
"문성근","송선미",1
"기주봉","송선미",1
"문성근","김준배",1
"박희순","김준배",1
"정재영","김준배",1
"최무성","김준배",1
"유해진","김준배",1
"김학선","김준배",1
"박혁권","김준배",1
"박해일","김준배",1
"최덕문","김준배",1
"설경구","박명신",1
"이주승","박명신",1
"문성근","박명신",1
"추귀정","박명신",1
"최종률","박명신",1
"김세동","박명신",1
"문소리","박명신",1
"정인기","박명신",1
"이성민","박명신",1
"박혁권","박명신",1
"전혜진","박명신",1
"이대연","박명신",1
"최덕문","박명신",1
"기주봉","박명신",1
"안내상","박명신",1
"손병호","박명신",1
"유아인","박명신",1
"정석용","박명신",1
"배성우","윤다경",1
"장유","윤다경",1
"김대명","윤다경",1
"유해진","윤다경",1
"정인기","윤다경",1
"예수정","윤다경",1
"고수","윤다경",1
"이희준","김윤석",1
"김해숙","김윤석",1
"문정희","김윤석",1
"진선규","김윤석",1
"조우진","김윤석",1
"김의성","김윤석",1
"김혜수","김윤석",1
"이정재","김윤석",1
"전지현","김윤석",1
"강동원","김윤석",1
"백윤식","김윤석",1
"김상호","김윤석",1
"주진모-1","김윤석",1
"김성균","김윤석",1
"김호정","김윤석",1
"장현성","김윤석",1
"박수영","김윤석",1
"오달수","김윤석",1
"권태원","김윤석",1
"유승목","김윤석",1
"박희순","김윤석",1
"박효주","김윤석",1
"이준혁","김윤석",1
"유해진","김윤석",1
"정인기","김윤석",1
"곽도원","김윤석",1
"예수정","김윤석",1
"정민성","김윤석",1
"송영창","김윤석",1
"한예리","김윤석",1
"하정우","김윤석",1
"선우선","김윤석",1
"문소리","김학선",1
"최무성","김학선",1
"김준배","김학선",1
"박해일","김학선",1
"이정재","김윤성",1
"조원희","김윤성",1
"조진웅","김윤성",1
"신현탁","김윤성",1
"김홍파","남문철",1
"곽도원","남문철",1
"송영창","남문철",1
"한수연","남문철",1
"박중훈","정우혁",1
"박원상","정우혁",1
"김미영","정우혁",1
"이천희","정우혁",1
"유승목","정우혁",1
"민경진","정우혁",1
"문소리","정우혁",1
"정희태","강기화",1
"조희봉","오정세",1
"이하늬","오정세",1
"이엘","오정세",1
"김원해","오정세",1
"김인권","오정세",1
"박용우","오정세",1
"차승원","오정세",1
"하지원","오정세",1
"류승범","오정세",1
"이솜","오정세",1
"이경영","오정세",1
"박원상","오정세",1
"김상호","오정세",1
"안재홍","오정세",1
"최주봉","오정세",1
"공형진","오정세",1
"김응수","오정세",1
"이동휘","오정세",1
"김주혁","오정세",1
"박철민","오정세",1
"권태원","오정세",1
"김민재","오정세",1
"박희순","오정세",1
"양익준","오정세",1
"원웅재","오정세",1
"김재록","오정세",1
"김정태","오정세",1
"조은지","오정세",1
"마동석","오정세",1
"박효주","오정세",1
"최무성","오정세",1
"고창석","오정세",1
"유해진","오정세",1
"정인기","오정세",1
"이성민","오정세",1
"이미도","오정세",1
"엄정화","오정세",1
"김옥빈","오정세",1
"양은용","오정세",1
"문원주","오정세",1
"정만식","오정세",1
"류승룡","오정세",1
"조달환","오정세",1
"박희본","오정세",1
"한수연","오정세",1
